Tue Dec  6 22:24:17 2022    profile.o

         146142480 function calls (141306574 primitive calls) in 213.205 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 chi2.py:38(Chi2)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.framework._pywrap_python_api_dispatcher.register_dispatchable_type}
       20    0.000    0.000    0.000    0.000 compat.py:37(_date_to_date_number)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
        1    0.000    0.000    0.000    0.000 metrics.py:74(Metric)
        1    0.000    0.000    0.000    0.000 quiver.py:208(QuiverKey)
       18    0.000    0.000    0.000    0.000 dataclasses.py:505(<dictcomp>)
        1    0.000    0.000    0.000    0.000 bates.py:57(Bates)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:3582(__init__)
       11    0.000    0.000    0.000    0.000 _argument_parser.py:292(parse)
        1    0.000    0.000    0.000    0.000 collections.py:1296(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 core.py:1032(enable_packrat)
        1    0.000    0.000    0.000    0.000 base.py:554(_dtype_to_subclass)
        1    0.000    0.000    0.000    0.000 tpu_embedding_v2_utils.py:512(FTRL)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 __init__.py:137(dynamic_wildcard_import)
      104    0.000    0.000    0.000    0.000 docstring.py:90(copy)
        8    0.000    0.000    0.000    0.000 _nonlin.py:110(_set_doc)
        3    0.000    0.000    0.000    0.000 monitoring.py:480(__enter__)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:471(HTMLDoc)
        1    0.000    0.000    0.000    0.000 reduce_util.py:23(ReduceOp)
        2    0.000    0.000    0.000    0.000 pathlib.py:1076(_opener)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 context.py:210(config_proto_serialized)
        1    0.000    0.000    0.000    0.000 objects.py:70(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 core.py:3757(And)
        1    0.000    0.000    0.000    0.000 base.py:660(Trackable)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:120(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 op_evaluator.py:15(<module>)
        1    0.000    0.000    0.000    0.000 options.py:144(ExternalStatePolicy)
        1    0.000    0.000    0.000    0.000 stateless_random_ops.py:53(Algorithm)
        7    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        1    0.000    0.000    0.000    0.000 sysconfig.py:143(is_python_build)
        1    0.000    0.000    0.000    0.000 unconnected_gradients.py:22(UnconnectedGradients)
        1    0.000    0.000    0.000    0.000 absltest.py:124(TempFileCleanup)
       52    0.000    0.000    0.000    0.000 common.py:18(unpack_zerodim_and_defer)
        7    0.000    0.000    0.000    0.000 type_spec.py:929(register_type_spec_from_value_converter)
        4    0.000    0.000    0.000    0.000 dtypes.py:556(<genexpr>)
       24    0.000    0.000    0.000    0.000 while_v2.py:1372(flow_to_tensor_array)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        3    0.000    0.000    0.000    0.000 tf_inspect.py:374(isclass)
       21    0.000    0.000    0.000    0.000 utils.py:134(__getattr__)
        1    0.000    0.000    0.000    0.000 test.py:15(<module>)
        1    0.000    0.000    0.000    0.000 objects.py:126(VariableOffsetWindowIndexer)
       17    0.000    0.000    0.000    0.000 dtypes.py:732(construct_from_string)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dense_variational.py:307(DenseReparameterization)
        1    0.000    0.000    0.000    0.000 patches.py:1807(Circle)
        1    0.000    0.000    0.000    0.000 half_student_t.py:40(HalfStudentT)
        2    0.000    0.000    0.000    0.000 pathlib.py:925(joinpath)
        4    0.000    0.000    0.000    0.000 _docscrape.py:477(_str_see_also)
        6    0.000    0.000    0.000    0.000 ops.py:1942(<listcomp>)
        8    0.000    0.000    0.000    0.000 _docscrape.py:287(parse_item_name)
        2    0.000    0.000    0.000    0.000 case.py:424(__init__)
        1    0.000    0.000    0.000    0.000 {pandas._libs.missing.isnaobj2d}
        1    0.000    0.000    0.000    0.000 response.py:155(HTTPResponse)
        2    0.000    0.000    0.000    0.000 control_flow_util.py:15(<module>)
      218    0.000    0.000    0.000    0.000 __init__.py:2601(_reload_version)
        1    0.000    0.000    0.000    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
        2    0.000    0.000    0.000    0.000 core.py:3297(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 numerictypes.py:433(__getitem__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
       71    0.000    0.000    0.000    0.000 dataclasses.py:603(_is_initvar)
       11    0.000    0.000    0.000    0.000 locale.py:384(normalize)
        7    0.000    0.000    0.000    0.000 config.py:589(_get_root)
        1    0.000    0.000    0.000    0.000 metrics_utils.py:228(ConfusionMatrix)
      226    0.000    0.000    0.000    0.000 inspect.py:366(<lambda>)
        1    0.000    0.000    0.000    0.000 multi_worker_test_base.py:459(MultiWorkerTestBase)
        2    0.000    0.000    0.000    0.000 registration.py:60(register)
        2    0.000    0.000    0.000    0.000 contextlib.py:379(_create_cb_wrapper)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        3    0.000    0.000    0.000    0.000 common.py:155(_expand_user)
        1    0.000    0.000    0.000    0.000 models.py:586(Response)
        1    0.000    0.000    0.000    0.000 cifar100.py:15(<module>)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
        3    0.000    0.000    0.000    0.000 managers.py:2060(_stack_arrays)
        1    0.000    0.000    0.000    0.000 typing.py:1185(get_type_hints)
        1    0.000    0.000    0.000    0.000 datetime.py:2181(timezone)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:12(is_appengine_sandbox)
        2    0.000    0.000    0.000    0.000 rcsetup.py:289(_validate_color_or_linecolor)
        6    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        3    0.000    0.000    0.000    0.000 ag_ctx.py:68(__enter__)
        1    0.000    0.000    0.000    0.000 case.py:45(_Outcome)
        1    0.000    0.000    0.000    0.000 __init__.py:889(_search_paths)
      116    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 sysconfig.py:126(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 text.py:1597(Annotation)
        1    0.000    0.000    0.000    0.000 tpu_sharding.py:15(<module>)
       44    0.000    0.000    0.000    0.000 enum.py:735(__hash__)
        1    0.000    0.000    0.000    0.000 parameterized.py:548(__new__)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1866(nonzero)
        1    0.000    0.000    0.000    0.000 sf_error.py:5(<module>)
        1    0.000    0.000    0.000    0.000 legacy_cell_wrappers.py:452(ResidualWrapper)
        2    0.000    0.000    0.000    0.000 control_flow_util_v2.py:263(output_all_intermediates)
        1    0.000    0.000    0.000    0.000 summary_ops_v2.py:432(_NoopSummaryWriter)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 anno.py:33(NoValue)
        1    0.000    0.000    0.000    0.000 pathlib.py:629(PurePath)
        6    0.000    0.000    0.000    0.000 core.py:6377(isMaskedArray)
        1    0.000    0.000    0.000    0.000 gradients_util.py:696(<lambda>)
       12    0.000    0.000    0.000    0.000 mode_keys.py:89(_get_internal_key)
       18    0.000    0.000    0.000    0.000 dataclasses.py:298(__init__)
        1    0.000    0.000    0.000    0.000 multi_process_runner.py:758(_ProcFunc)
       11    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
      8/7    0.000    0.000    0.000    0.000 typing.py:693(__repr__)
        1    0.000    0.000    0.000    0.000 gradients_util.py:532(<listcomp>)
        1    0.000    0.000    0.000    0.000 selections2.py:10(<module>)
        1    0.000    0.000    0.000    0.000 op_hint.py:89(OpHint)
        1    0.000    0.000    0.000    0.000 euckrprober.py:28(<module>)
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_datetimelike_array}
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:31(<module>)
        1    0.000    0.000    0.000    0.000 objects.py:100(VariableWindowIndexer)
        1    0.000    0.000    0.000    0.000 _distr_params.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:3286(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(<module>)
        1    0.000    0.000    0.000    0.000 positive_semidefinite_kernel.py:44(PositiveSemidefiniteKernel)
        4    0.000    0.000    0.000    0.000 function.py:289(_inference_name)
        4    0.000    0.000    0.000    0.000 check_ops.py:105(_decorator)
        1    0.000    0.000    0.000    0.000 registry.py:16(<module>)
        1    0.000    0.000    0.000    0.000 lazy_tensor_creator.py:15(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringNewCounter1}
        1    0.000    0.000    0.000    0.000 conv3d_transpose.py:31(Conv3DTranspose)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:8(is_appengine)
        1    0.000    0.000    0.000    0.000 __init__.py:254(DeprecatedList)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:456(InputReplicationMode)
        1    0.000    0.000    0.000    0.000 core.py:750(Lambda)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
        2    0.000    0.000    0.000    0.000 locale.py:575(getlocale)
        1    0.000    0.000    0.000    0.000 csvs.py:47(CSVFormatter)
        1    0.000    0.000    0.000    0.000 core.py:1623(__getitem__)
       94    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 structural_tuple.py:15(<module>)
        3    0.000    0.000    0.000    0.000 deprecation.py:445(<listcomp>)
        3    0.000    0.000    0.000    0.000 blocks.py:2057(check_ndim)
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
        2    0.000    0.000    0.000    0.000 _util.py:191(__init__)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        7    0.000    0.000    0.000    0.000 config.py:642(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 metrics.py:709(Precision)
        2    0.000    0.000    0.000    0.000 _minimize.py:944(standardize_constraints)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
       15    0.000    0.000    0.000    0.000 os.py:752(decode)
        1    0.000    0.000    0.000    0.000 beta_binomial.py:49(BetaBinomial)
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
      127    0.000    0.000    0.000    0.000 core.py:121(defjvp_argnums)
        1    0.000    0.000    0.000    0.000 nosetester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 objects.py:208(ExpandingIndexer)
       17    0.000    0.000    0.000    0.000 base.py:436(register)
       47    0.000    0.000    0.000    0.000 _docscrape.py:390(<genexpr>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 unsupported_features_checker.py:15(<module>)
        1    0.000    0.000    0.000    0.000 metrics_utils.py:250(AUCSummationMethod)
        1    0.000    0.000    0.000    0.000 dist.py:130(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'google.protobuf.pyext._message.RepeatedCompositeContainer' objects}
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
       12    0.000    0.000    0.000    0.000 argparse.py:2426(_get_value)
        1    0.000    0.000    0.000    0.000 pytables.py:98(BinOp)
        6    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 enum.py:963(unique)
        1    0.000    0.000    0.000    0.000 lock_util.py:20(GroupLock)
        1    0.000    0.000    0.000    0.000 _pep440.py:285(Version)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
       48    0.000    0.000    0.000    0.000 meta_graph_pb2.py:6(<lambda>)
       24    0.000    0.000    0.000    0.000 _flagvalues.py:1326(__init__)
        1    0.000    0.000    0.000    0.000 tensor_list.py:15(<module>)
        4    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        6    0.000    0.000    0.000    0.000 numeric.py:1391(<listcomp>)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 art3d.py:74(Text3D)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2849(rv_discrete)
        1    0.000    0.000    0.000    0.000 unicode.py:231(Japanese)
        3    0.000    0.000    0.000    0.000 ag_ctx.py:76(__exit__)
       23    0.000    0.000    0.000    0.000 argparse.py:821(__init__)
       17    0.000    0.000    0.000    0.000 generic_utils.py:1182(default)
        1    0.000    0.000    0.000    0.000 kumaraswamy.py:60(Kumaraswamy)
        1    0.000    0.000    0.000    0.000 objects.py:276(GroupbyIndexer)
        6    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 _der.py:5(<module>)
       48    0.000    0.000    0.000    0.000 kullback_leibler.py:210(<lambda>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
      136    0.000    0.000    0.000    0.000 _docscrape.py:153(__getitem__)
       12    0.000    0.000    0.000    0.000 _docscrape.py:29(__init__)
       21    0.000    0.000    0.000    0.000 tensor_util.py:278(<listcomp>)
        1    0.000    0.000    0.000    0.000 actions.py:3(<module>)
